gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Electronic check,PaymentMethod_Mailed check,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),TenureBins,CommunicationType,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,TotalInternetServices,Churn
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.2931149972685538,0.3038039576703038,0,1,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1399158853018818,1.1515346549238825,0,1,0,1,0,0,1,1,0,1,1,0,4,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.462570615521548,1.1107504443504184,1,1,0,1,1,1,0,1,1,1,1,1,5,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.520086261169393,-1.5858439128016821,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.2935620620740176,0.6770248271160626,0,1,1,1,0,0,0,1,1,1,1,0,4,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,-0.3159996530430303,0.6907096723384114,0,0,0,1,0,0,1,0,1,0,0,1,2,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.07261638695003353,-1.4258414692309438,1,0,0,1,0,1,0,1,0,1,0,0,3,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,1.6522691355903094,1.7088248998601707,0,1,0,1,1,1,1,1,1,1,1,1,6,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.3007333647454185,1.117872996661628,1,0,0,1,1,0,1,1,0,1,1,1,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.1606478366102084,1.4895832863731118,1,1,0,1,1,0,0,0,1,1,1,1,3,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,1.2227852778127004,1.4324660721334954,0,0,0,1,1,1,1,0,1,0,1,0,4,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.8758996368202373,1.4508133929823186,0,1,0,1,1,1,1,1,1,1,1,1,6,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.8293215887475192,0.69973007819307,0,1,1,1,0,0,1,0,1,1,0,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.8453891112620363,0.050646706756873855,0,1,0,1,1,1,1,1,0,0,0,0,3,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.9160099660293216,1.4754831673031128,0,1,0,1,1,1,1,1,1,1,1,1,6,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.509341971558944,-0.6048549066215665,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.3230097042595301,-0.017414725314959988,0,1,0,1,1,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.5114145296930672,0.4551542070055615,0,0,0,1,1,0,0,0,1,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.5469976289668896,-0.31395606149704824,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.3019002940178057,-1.832178046706787,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.484814834211098,-1.352431463101788,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4718248890460404,-1.3704044535547393,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.064879239790019,1.0812572628792776,0,1,0,1,0,0,1,1,0,1,1,1,4,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,-1.3142098449377198,-0.6007223192608326,0,1,1,1,1,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.5165035641169538,-0.0473108458965834,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,-0.9804226572530207,0.20811982400195583,0,0,0,0,0,1,1,0,0,0,0,1,2,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.1988965637197526,1.2073893251378016,0,1,1,1,1,0,0,1,0,1,1,0,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.1971904373271522,-0.9599176692478583,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.869478293566128,0.6193096180933259,1,0,0,1,0,0,0,0,0,1,1,0,2,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.31638822290770163,0.758085961251566,0,1,1,1,1,1,1,0,1,1,0,0,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.7762524452949751,-0.36562796067919884,0,1,0,1,1,1,0,0,0,0,1,1,2,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.3483909581825448,1.50639497673109,1,1,0,1,1,0,0,1,1,1,1,1,4,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8983663037184062,-1.0021616393656072,0,0,1,1,1,0,0,1,0,0,1,0,2,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.5021854043921399,-0.16548422189012524,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-0.8058731246238049,-1.7096846175805005,0,1,1,0,0,0,0,0,1,1,0,0,2,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.4863234338515092,1.5099578206218074,0,1,1,1,1,1,1,0,1,1,1,0,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.31801806211066314,0.38641613956151616,1,0,0,1,1,0,0,0,0,0,0,1,0,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.8325356119134457,-0.1339203985094351,0,0,0,1,0,0,0,0,0,1,1,1,2,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.682803588708078,-0.23275933302145005,0,0,0,1,0,1,0,0,0,1,0,1,2,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,-0.1069589562983981,0.9506343074029479,1,1,0,1,0,1,1,0,1,0,0,1,3,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.26419088382975,0.5123778539862822,0,1,1,1,1,1,0,1,1,1,0,0,4,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.3066075085194698,0.7519918746819411,0,0,0,1,1,1,0,0,1,0,1,0,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,-0.6059088595004414,-0.6616484526350714,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,-0.18640056767092558,0.1794685019246868,1,0,0,1,1,1,1,0,0,0,0,1,2,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.3423912153606476,-0.5405319500963535,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,-1.5147126920136147,-0.007839017768858092,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.7214996334337165,0.9855145401496723,0,0,0,1,0,1,0,0,0,1,0,0,2,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,-1.3106916156719117,-0.1389670811559462,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.541609475349578,-0.2757003034894045,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.5218780877722786,-0.6280085895174726,0,1,0,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.4799905002014406,1.031767748102649,0,1,1,1,1,1,1,0,1,1,1,1,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.048897074514521,0.8148939481280781,1,0,0,1,1,0,0,0,0,1,1,1,2,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.18246421211948002,0.1842178998624974,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,-0.4512916046950528,-0.16946846861793238,0,0,0,0,0,0,0,1,0,1,1,1,3,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,0.04632550565755671,1.0535223989357239,0,0,0,0,0,1,1,1,1,1,1,1,6,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-0.8058731246238049,-0.937552628207172,0,0,0,0,0,0,1,0,0,0,1,1,2,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.5842716957819867,0.5240560068407188,0,1,1,1,0,0,1,1,1,1,1,0,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.4870959392198449,0.20872114169029557,0,0,0,1,0,0,1,0,1,0,0,1,2,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.1988965637197526,0.4679278365876541,1,0,0,1,1,0,1,0,0,1,1,1,3,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.501689087842338,-1.488373702975338,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.8598443567806248,1.3968475719077402,0,0,0,1,1,1,1,1,1,1,1,0,6,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.4861012392173951,-1.5989193691803487,0,0,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.37826648417291264,0.9895861709794362,0,0,0,1,0,0,1,0,1,1,1,1,4,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.4768237198578744,1.5326013024821272,0,0,0,1,1,1,0,1,1,1,1,1,5,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,-1.475392173968289,0.09406854158879309,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.5276177229438113,-0.1793889068197955,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.19555452800160608,-1.3223728590285904,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.6472974769588614,0.582702045615885,0,0,0,1,1,0,0,0,0,1,0,0,1,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.10708849034727234,0.5663105345042838,0,0,0,1,0,1,0,1,0,0,1,0,3,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.47896065668675,-1.8865360163126967,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8100319801030564,-1.447657329980567,0,0,0,1,0,0,0,0,0,1,1,1,2,1
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.18737371513314907,-0.6556519445361085,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-0.43454791103719237,-0.4415761180828828,0,1,0,1,1,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.9801048591105764,0.1270379023460933,0,1,1,1,1,1,0,1,0,1,0,0,3,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.45951466187459467,0.06954045196116626,0,0,0,1,0,0,1,1,0,0,0,1,2,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.308932866436355,0.25847225528123213,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,-0.1383771047586009,0.7308523254999243,0,1,1,1,1,1,0,0,1,0,0,0,2,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.856632530811526,0.6291461051057661,0,1,0,1,1,1,1,0,1,0,0,1,3,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.39940943819145774,-0.3359759175584806,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.6763504178477607,0.045190818797112856,1,0,0,1,0,0,0,1,0,0,1,1,2,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.4799905002014406,1.6263732146595367,1,0,0,1,1,1,1,0,1,1,1,1,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,1.147890874439329,1.5024913134563411,1,0,0,1,1,0,1,0,0,1,1,1,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-0.6261560708119256,-1.086719307345718,1,0,0,0,0,0,0,1,1,1,0,0,3,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.15790520829970697,0.5461638860018437,0,1,0,1,1,0,0,1,1,0,1,0,3,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-0.5167069356510645,-1.0444350342210789,0,0,1,1,0,0,0,0,1,0,0,1,1,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.6683997894267782,-1.4333395134496831,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,-0.14334113260657178,0.681460654575132,1,0,0,1,1,1,0,1,0,0,0,0,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.37826648417291264,-0.5395395553212852,1,0,0,1,1,0,0,0,0,0,0,1,0,1
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,3.0,0.537336130063214,1.213149365955629,0,0,0,1,1,0,1,1,0,1,1,1,4,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,-1.4861012392173951,0.023840014384597357,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.07261638695003353,0.5652714587457142,0,1,0,1,1,1,1,0,1,0,0,1,3,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.165430741729759,1.1543077072284318,0,0,0,1,0,0,1,0,1,1,1,1,4,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.538019020807779,-1.9065113564755531,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.525997733078378,-1.4850500625056162,1,1,0,1,1,1,0,0,0,0,0,1,1,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,-0.6548725764358699,0.05501620162564923,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.4932466846192962,-1.242401936357383,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.8967619549131131,1.332538048800446,0,1,1,1,1,1,1,1,0,0,0,1,3,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.35059816209897826,-1.5095101879452162,0,0,0,1,0,0,0,1,0,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,-1.4986089893187626,-0.09519925370757473,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,-0.4596679084041551,-0.9023878263511163,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.5487943428779525,-1.606895827169263,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,-1.4896733510245017,-0.8766662121599941,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.018366043009879457,-0.3063462637726414,0,1,1,1,0,0,0,0,0,1,1,1,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.1175781530908966,0.39845767229255696,0,0,0,1,1,0,1,0,0,1,1,1,3,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.8212853928994267,0.5909337386027905,1,1,0,1,1,1,0,0,0,1,0,0,2,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,-0.17977158759589779,0.16900434594733402,0,0,0,1,0,1,1,0,1,0,0,1,3,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,-1.480745349064893,-0.196639460254294,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.6973192096798514,1.1260840621837913,0,1,0,1,1,0,0,0,0,1,0,1,1,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.525997733078378,1.1454020446048399,0,0,0,1,1,1,1,1,1,0,1,1,5,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,3.0,0.5097938068055177,1.153401143376289,0,1,0,1,1,0,0,1,1,1,1,0,4,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.5114145296930672,0.24117747623154115,1,1,1,1,1,1,0,0,0,0,0,1,1,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,-0.3343290685180622,0.29803640469581244,1,1,0,1,0,0,0,1,1,0,0,0,2,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.5438136125420835,-0.40662199297897694,1,0,0,1,0,0,0,0,0,1,0,1,1,1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.3371023464367613,-1.5479902859292394,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.5454328016496126,0.177636130100037,0,1,0,1,0,1,0,1,1,1,1,0,5,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,-1.3459183902556997,-0.8570566048067259,0,1,1,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.5003970418060546,-1.8936652123288982,0,1,1,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,-1.5039740778658233,-0.6298952610330968,0,1,1,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.520086261169393,0.015477264236007336,0,1,1,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.6128089208102865,1.5710800937178515,0,0,0,1,1,1,1,1,1,1,1,1,6,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.1686190562043064,1.035107152286459,0,0,0,1,0,1,1,0,0,1,1,1,4,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.5162762574251238,0.17373178055254782,0,1,0,1,0,0,0,0,0,1,0,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,-1.475392173968289,-0.017276088931278542,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.8373561599374185,1.3350447898262936,0,1,0,1,1,0,0,1,0,1,0,1,2,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.505763063019793,-2.430566767693965,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.8662672378575581,1.0422530119804285,1,0,0,1,1,0,0,1,0,0,1,1,2,1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,-0.5133477787674202,-1.1663333484594263,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.5162762574251238,1.154668108982687,0,1,0,1,1,1,1,1,1,0,1,0,5,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.5065521402722104,-1.2037075486684667,0,1,0,1,0,0,1,1,0,0,0,0,2,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.4932466846192962,-0.7465714078974753,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,-0.2195700866468454,0.6645637013918236,0,1,1,1,0,1,1,0,1,0,0,0,3,1
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.4968212461453174,-1.8924666703658617,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-1.5272554898981345,-0.8355589048266895,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.1718071398138212,0.6311469399142754,0,0,0,1,1,1,0,0,0,1,1,1,3,0
